seq,send_ts_ms,rtt_ms,est_oneway_ms
726,122611814.35735,8.218587,4.109293
727,122611815.558987,11.538892,5.769446
728,122611816.708813,10.441537,5.220768
729,122611824.275055,10.486234,5.243117
730,122611825.483988,11.522757,5.761378
731,122611983.460959,14.025828,7.012914
732,122611989.353742,8.216557,4.108278
733,122611992.937581,6.82199,3.410995
734,122612006.665764,5.662952,2.831476
735,122612016.826333,5.470392,2.735196
736,122612021.490967,6.252755,3.126377
737,122612161.195029,8.826246,4.413123
738,122612172.80213,5.463692,2.731846
739,122612177.582416,10.585065,5.292532
740,122612178.683864,9.555135,4.777567
741,122612180.917726,7.338558,3.669279
742,122612183.336562,6.047581,3.02379
743,122612195.664953,4.781114,2.390557
744,122612200.28385,6.65915,3.329575
745,122612240.734178,6.532678,3.266339
746,122612475.167632,84.582321,42.29116
747,122612740.807394,18.392275,9.196137
748,122612769.627676,9.804867,4.902433
749,122612783.379133,5.658897,2.829448
750,122612799.676092,5.516221,2.75811
751,122612866.550728,6.678838,3.339419
752,122612878.373733,6.658036,3.329018
753,122612982.139989,6.716133,3.358066
754,122612985.381617,5.697168,2.848584
755,122612991.873879,7.02244,3.51122
756,122613174.823293,7.284855,3.642427
757,122613225.060467,6.894724,3.447362
758,122613236.057591,5.509773,2.754886
759,122613250.331571,6.585072,3.292536
760,122613295.778409,6.607382,3.303691
761,122613399.580481,6.775056,3.387528
762,122613404.983595,7.886163,3.943081
763,122613411.431805,12.168313,6.084156
764,122613508.306122,7.820589,3.910294
765,122613537.336126,5.803595,2.901797
766,122613557.930099,5.724623,2.862311
767,122613567.866895,5.510351,2.755175
768,122613708.836724,8.831362,4.415681
769,122614039.218593,17.38411,8.692055
770,122614099.940081,7.697158,3.848579
771,122614132.394972,10.839007,5.419503
772,122614155.358573,10.974309,5.487154
773,122617281.318518,5.517947,2.758973
774,122617408.458457,53.647911,26.823955
775,122617436.600391,35.209903,17.604951
776,122617575.541355,23.732356,11.866178
777,122617593.293448,12.459361,6.22968
778,122617699.643249,77.371011,38.685505
779,122617747.134324,63.412479,31.706239
780,122617897.947587,62.259566,31.129783
781,122617911.226065,61.941538,30.970769
782,122618050.159039,7.734987,3.867493
783,122618095.500891,7.657775,3.828887
784,122618293.263661,12.029734,6.014867
785,122618318.095199,6.589185,3.294592
786,122619449.308467,9.439772,4.719886
787,122619500.086366,6.680196,3.340098
788,122619589.128074,6.647129,3.323564
789,122619707.856044,7.767847,3.883923
790,122619822.365992,13.082784,6.541392
791,122619908.175078,11.989783,5.994891
792,122619983.138599,7.700496,3.850248
793,122620157.654638,11.922251,5.961125
794,122620189.101728,6.619995,3.309997
795,122620196.020406,5.502338,2.751169
796,122620208.992656,7.741553,3.870776
797,122620256.351034,6.665378,3.332689
798,122620262.806902,8.848682,4.424341
799,122620313.857099,7.112098,3.556049
800,122620395.359604,6.210376,3.105188
801,122620402.987687,6.440488,3.220244
802,122620472.621466,6.008989,3.004494
803,122620564.526766,7.286189,3.643094
804,122620572.470106,6.090358,3.045179
805,122620574.786171,8.463746,4.231873
806,122620579.06957,6.49115,3.245575
807,122620595.079743,10.466305,5.233152
808,122620601.567554,9.828759,4.914379
809,122620602.711278,15.723733,7.861866
810,122620603.830845,14.727126,7.363563
811,122620612.022601,6.572159,3.286079
812,122620615.476342,9.014347,4.507173
813,122621022.89384,42.286899,21.143449
814,122621025.303169,42.165753,21.082876
815,122621045.168665,22.407353,11.203676
816,122621046.171956,21.435416,10.717708
817,122621052.578927,15.053627,7.526813
818,122621055.819575,11.837356,5.918678
819,122621074.163148,7.29771,3.648855
820,122621075.18695,8.708645,4.354322
821,122621078.44536,8.911524,4.455762
822,122621138.068017,6.274519,3.137259
823,122621243.165534,8.358094,4.179047
824,122621274.383309,7.325739,3.662869
825,122621281.627895,7.107595,3.553797
826,122621305.329742,8.268929,4.134464
827,122621307.552443,6.156106,3.078053
828,122621308.746029,7.311264,3.655632
829,122621314.260315,7.760062,3.880031
830,122621323.089327,7.671365,3.835682
831,122621550.144939,12.416434,6.208217
832,122621551.256878,13.771437,6.885718
833,122621553.654692,11.431128,5.715564
834,122621554.775656,12.487509,6.243754
835,122621559.517762,7.798972,3.899486
836,122621560.700442,8.812904,4.406452
837,122621582.793566,5.74646,2.87323
838,122621740.899324,8.373996,4.186998
839,122621866.294327,9.601804,4.800902
840,122621954.851544,12.580599,6.290299
841,122621961.354615,9.390419,4.695209
842,122621962.527298,9.367645,4.683822
843,122621997.070029,12.637505,6.318752
844,122622006.250174,5.885354,2.942677
845,122622009.506534,11.345763,5.672881
846,122622013.996145,9.081673,4.540836
847,122622145.608273,8.23588,4.11794
848,122622146.714932,7.260286,3.630143
849,122622178.71822,5.971587,2.985793
850,122622182.201531,10.673486,5.336743
851,122622185.622341,7.403877,3.701938
852,122622219.850266,6.236718,3.118359
853,122622228.929837,5.829704,2.914852
854,122622376.771907,26.567391,13.283695
855,122622532.045716,32.151699,16.075849
856,122622598.662447,5.559785,2.779892
857,122622618.135734,9.14744,4.57372
858,122622712.842584,6.831424,3.415712
859,122622825.595419,8.671254,4.335627
860,122622873.427785,8.800585,4.400292
861,122622904.509232,6.617608,3.308804
862,122622909.998542,6.527513,3.263756
863,122622951.166764,12.052509,6.026254
864,122622953.417571,10.925887,5.462943
865,122622957.800281,15.132134,7.566067
866,122622965.279395,9.967322,4.983661
867,122623021.475326,9.633731,4.816865
868,122623030.765215,6.123723,3.061861
869,122623101.819119,6.985805,3.492902
870,122623143.868078,6.713966,3.356983
871,122623193.751433,5.602473,2.801236
872,122623197.981376,6.764975,3.382487
873,122623199.079974,6.798033,3.399016
874,122623201.165971,7.924992,3.962496
875,122623204.358958,13.343656,6.671828
876,122623207.838672,10.942292,5.471146
877,122623211.3014,7.498412,3.749206
878,122623218.061374,6.203317,3.101658
879,122623238.564648,6.654923,3.327461
880,122623239.593072,7.816001,3.908
881,122623241.822952,15.269954,7.634977
882,122623248.284954,8.831653,4.415826
883,122623327.647164,6.854973,3.427486
884,122623395.675063,6.919317,3.459658
885,122623414.930097,9.344202,4.672101
886,122623420.313655,6.20946,3.10473
887,122623433.87152,6.67027,3.335135
888,122623469.660437,5.656482,2.828241
889,122623492.193665,8.705242,4.352621
890,122623494.236957,6.708491,3.354245
891,122623495.331745,7.75496,3.87748
892,122623497.500641,8.782732,4.391366
893,122623505.089814,6.64542,3.32271
894,122623518.050521,6.74624,3.37312
